City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,minggang,32.4586,114.0486,23.5,90,15,2.09,CN,1691614530
365,kenai,60.5544,-151.2583,14.52,93,100,3.09,US,1691614531
366,kerema,-7.9631,145.7785,23.6,77,90,1.6,PG,1691614531
367,znamenskoye,57.1281,73.8282,13.36,84,100,2.31,RU,1691614531
368,puerto deseado,-47.7503,-65.8938,10.5,70,93,6.63,AR,1691614531
369,hit,33.6416,42.8251,37.14,20,0,5.06,IQ,1691614531
370,callao,-12.0667,-77.15,22.16,68,100,5.14,PE,1691614328
371,manokwari,-0.8667,134.0833,25.18,73,100,1.72,ID,1691614531
372,tadine,-21.55,167.8833,19.3,58,0,7.07,NC,1691614531
373,poxoreo,-15.8372,-54.3892,33.77,18,0,1.66,BR,1691614531
374,arteche,12.2645,125.4048,27.25,80,100,3.62,PH,1691614532
375,kharp,66.8014,65.8081,9.07,83,7,3.86,RU,1691614532
376,paracuru,-3.41,-39.0306,26.73,81,90,5.52,BR,1691614532
377,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,77,0,2.0,RU,1691614342
378,bridgewater,44.3835,-64.5155,22.04,88,97,7.72,CA,1691614328
379,farafangana,-22.8167,47.8333,20.2,85,61,1.19,MG,1691614532
380,alma,48.5501,-71.6491,21.56,83,91,2.02,CA,1691614508
381,kone,-21.0595,164.8658,18.3,69,54,4.26,NC,1691614318
382,inebolu,41.9747,33.7608,20.14,85,5,1.71,TR,1691614532
383,majene,-3.5403,118.9707,23.78,90,19,5.4,ID,1691614532
384,kulhudhuffushi,6.6221,73.07,28.01,78,100,7.0,MV,1691614532
385,borodulikha,50.7184,80.9295,18.75,40,60,3.69,KZ,1691614532
386,torghay,49.6339,63.4981,22.22,62,84,4.12,KZ,1691614533
387,menen,50.7972,3.1225,16.25,86,4,1.77,BE,1691614533
388,sinabang,2.4803,96.3801,25.05,91,100,4.77,ID,1691614533
389,kamloops,50.6665,-120.3192,22.55,56,75,0.0,CA,1691614354
390,puerto cabezas,14.0351,-83.3888,29.98,84,40,2.06,NI,1691614533
391,natal,-5.795,-35.2094,23.36,100,40,3.6,BR,1691614533
392,serhiyivka,46.0272,30.3768,21.41,57,2,6.36,UA,1691614533
393,nueve de julio,-35.4444,-60.8831,16.65,57,100,1.34,AR,1691614533
394,salekhard,66.53,66.6019,9.44,80,7,2.83,RU,1691614533
395,cox's bazar,21.4532,91.9798,25.27,94,100,3.54,BD,1691614534
396,sereflikochisar,38.9393,33.5386,25.79,50,15,2.91,TR,1691614534
397,isangel,-19.55,169.2667,20.88,69,35,7.46,VU,1691614534
398,kapuskasing,49.4169,-82.4331,24.05,53,40,3.6,CA,1691614322
399,shakawe,-18.3667,21.85,17.94,25,64,4.55,BW,1691614534
400,sigayevo,56.4216,53.7757,17.81,69,10,2.1,RU,1691614534
401,nuuk,64.1835,-51.7216,6.34,87,75,7.72,GL,1691614534
402,bel ombre,-4.6167,55.4167,25.91,78,20,2.57,SC,1691614534
403,kasongo-lunda,-6.4667,16.8167,25.13,34,22,0.46,CD,1691614534
404,viedma,-40.8135,-62.9967,17.13,31,96,6.92,AR,1691614534
405,yatou,37.15,122.3833,24.04,93,0,4.25,CN,1691614534
406,lautoka,-17.6167,177.4667,22.92,78,75,1.54,FJ,1691614535
407,sitka,57.0531,-135.33,14.94,88,100,2.57,US,1691614535
408,woodstock,43.1334,-80.7497,27.26,54,58,4.92,CA,1691614285
409,colonia,50.9333,6.95,17.81,74,0,2.06,DE,1691614243
410,mossel bay,-34.1831,22.146,10.96,87,0,2.12,ZA,1691614535
411,elliot lake,46.3834,-82.6331,24.24,49,71,4.51,CA,1691614535
412,machico,32.7,-16.7667,24.51,78,20,1.54,PT,1691614535
413,susanville,40.4163,-120.653,30.46,24,0,5.66,US,1691614535
414,port alfred,-33.5906,26.891,16.21,88,39,2.68,ZA,1691614458
415,blenheim,-41.516,173.9528,1.96,93,100,0.45,NZ,1691614535
416,villa huidobro,-34.8383,-64.5869,17.66,37,100,6.28,AR,1691614535
417,yantzaza,-3.8278,-78.7594,22.01,71,86,0.65,EC,1691614535
418,vicente guerrero,19.1194,-98.1708,24.02,45,15,4.46,MX,1691614536
419,merizo village,13.2658,144.6691,26.31,95,100,8.14,GU,1691614536
420,saint-denis,48.9167,2.3333,20.62,72,0,2.06,FR,1691614536
421,ishinomaki,38.4167,141.3,26.17,90,3,7.79,JP,1691614418
422,sansanne-mango,10.3592,0.4708,23.59,96,100,3.33,TG,1691614536
423,parabel',58.6978,81.4825,13.49,95,100,2.34,RU,1691614536
424,quzhou,28.9594,118.8686,25.18,94,95,1.4,CN,1691614536
425,guarapari,-20.6667,-40.4975,22.72,90,56,2.34,BR,1691614281
426,la paz,-16.5,-68.15,17.99,16,40,5.66,BO,1691614475
427,palangkaraya,-2.2,113.8333,21.9,90,29,0.92,ID,1691614537
428,at taj,24.2049,23.2857,34.09,24,68,7.01,LY,1691614537
429,vennesla,58.2694,7.9741,11.68,67,0,3.09,NO,1691614537
430,plastun,44.7561,136.2939,16.51,98,100,1.56,RU,1691614336
431,macau,22.2006,113.5461,29.92,89,20,2.06,MO,1691614537
432,ciudad bolivar,8.1222,-63.5497,30.96,59,85,2.54,VE,1691614537
433,rozavlea,47.7333,24.2167,13.53,79,100,0.9,RO,1691614537
434,carutapera,-1.195,-46.02,25.92,83,67,3.93,BR,1691614420
435,oriximina,-1.7656,-55.8661,31.16,52,41,2.34,BR,1691614537
436,tumayr,25.7039,45.868,31.74,9,0,2.85,SA,1691614537
437,vorkuta,67.5,64.0,7.84,88,35,3.08,RU,1691614537
438,durban,-29.8579,31.0292,18.51,74,100,2.61,ZA,1691614415
439,smithers,54.7804,-127.1743,17.18,72,75,3.09,CA,1691614538
440,san luis,-33.295,-66.3356,18.26,28,100,1.63,AR,1691614278
441,fada,9.5667,8.3,20.09,97,66,1.11,NG,1691614538
442,sinop,41.7711,34.8709,16.93,80,10,0.87,TR,1691614538
443,ha tinh,18.3333,105.9,27.94,68,100,2.4,VN,1691614538
444,cidreira,-30.1811,-50.2056,16.26,95,100,9.57,BR,1691614538
445,port blair,11.6667,92.75,28.02,83,75,2.57,IN,1691614538
446,vila franca do campo,37.7167,-25.4333,23.23,95,100,5.06,PT,1691614538
447,san patricio,28.017,-97.5169,40.1,44,0,9.62,US,1691614538
448,illizi,26.4833,8.4667,33.89,13,0,3.92,DZ,1691614538
449,viana do castelo,41.6932,-8.8329,18.45,86,57,1.47,PT,1691614419
450,shingu,33.7333,135.9833,26.14,93,76,5.91,JP,1691614539
451,baie-comeau,49.2168,-68.1489,15.82,100,100,2.06,CA,1691614539
452,grand falls-windsor,48.9332,-55.6649,16.39,82,100,0.45,CA,1691614539
453,nadi,-17.8,177.4167,23.0,78,75,1.54,FJ,1691614539
454,moose jaw,50.4001,-105.5344,14.15,82,100,6.17,CA,1691614539
455,rayon,19.1444,-99.5836,22.09,57,53,2.95,MX,1691614539
456,ceerigaabo,10.6162,47.368,17.58,66,96,7.4,SO,1691614539
457,kailua-kona,19.6406,-155.9956,30.15,68,20,5.14,US,1691614539
458,taulaga,-11.0553,-171.0883,27.73,80,26,6.59,AS,1691614330
459,fortaleza,-3.7227,-38.5247,28.07,65,0,5.66,BR,1691614332
460,constitucion,-35.3333,-72.4167,13.2,78,100,7.45,CL,1691614540
461,higuera de zaragoza,25.95,-109.2833,36.26,50,2,7.36,MX,1691614540
462,west helena,34.5507,-90.6418,33.82,40,81,7.35,US,1691614540
463,constantia,44.1833,28.65,17.61,64,1,4.25,RO,1691614540
464,mooloolaba,-26.6833,153.1167,12.81,98,63,0.45,AU,1691614540
465,kourou,5.1552,-52.6478,30.03,79,13,4.72,GF,1691614540
466,fort st. john,56.2499,-120.8529,19.94,60,75,2.06,CA,1691614541
467,la ronge,55.1001,-105.2842,20.12,49,40,5.66,CA,1691614541
468,mogocha,53.7333,119.7667,11.46,93,40,0.95,RU,1691614541
469,puerto rosario,-24.45,-57.0833,25.12,63,55,1.35,PY,1691614541
470,fort abbas,29.1925,72.8536,31.72,54,86,9.46,PK,1691614541
471,paramonga,-10.6667,-77.8333,21.22,71,23,4.8,PE,1691614541
472,brokopondo,4.75,-55.1667,31.43,62,60,0.48,SR,1691614541
473,maile,-38.9466,-72.3727,12.34,91,100,3.23,CL,1691614542
474,ust'-ilimsk,58.0006,102.6619,16.17,89,100,0.61,RU,1691614542
475,mitsamiouli,-11.3847,43.2844,25.01,74,1,3.89,KM,1691614542
476,tambopata,-12.7333,-69.1833,33.94,52,40,2.57,PE,1691614542
477,bandon,51.7469,-8.7425,16.77,98,38,2.65,IE,1691614542
478,bude,50.8243,-4.5413,18.89,90,40,2.15,GB,1691614542
479,cambria,35.5641,-121.0808,30.69,63,26,2.2,US,1691614542
480,naze,28.3667,129.4833,25.51,89,63,5.23,JP,1691614542
481,la passe,45.5549,-0.8967,26.13,49,1,5.83,FR,1691614542
482,freetown,8.484,-13.2299,25.84,89,75,5.14,SL,1691614542
483,khandyga,62.6667,135.6,14.54,60,0,0.55,RU,1691614542
484,port douglas,-16.4833,145.4667,21.22,79,99,6.59,AU,1691614542
485,azovo,54.6997,73.0237,14.86,50,31,1.17,RU,1691614543
486,najran,17.4924,44.1277,30.36,14,41,0.71,SA,1691614543
487,shiqian,27.5225,108.2281,23.49,96,58,0.77,CN,1691614469
488,mil'kovo,55.6078,37.7956,18.73,69,33,3.34,RU,1691614543
489,mar del plata,-38.0023,-57.5575,13.38,90,75,5.66,AR,1691614543
490,puerto armuelles,8.2833,-82.8667,32.99,91,80,1.34,PA,1691614543
491,buka,40.8108,69.1986,25.83,31,1,1.61,UZ,1691614543
492,poli,-3.3333,36.8,16.15,83,40,1.59,TZ,1691614543
493,pimentel,-6.8367,-79.9342,26.16,65,100,2.57,PE,1691614543
494,north bend,43.4065,-124.2243,27.91,64,20,5.14,US,1691614543
495,el calafate,-50.3408,-72.2768,2.57,88,30,1.68,AR,1691614543
496,puning,23.3107,116.1687,26.96,86,39,1.43,CN,1691614544
497,timimoun,29.2639,0.231,39.21,11,0,4.12,DZ,1691614544
498,norilsk,69.3535,88.2027,13.57,69,99,2.35,RU,1691614518
499,malmyzh,56.5205,50.6818,18.25,67,0,1.46,RU,1691614544
500,zest'aponi,42.11,43.0525,25.06,89,0,1.24,GE,1691614544
501,ghanzi,-21.5667,21.7833,13.05,23,2,4.99,BW,1691614544
502,enshi,30.3,109.4833,23.61,98,7,0.17,CN,1691614544
503,windhoek,-22.5594,17.0832,19.68,28,99,3.09,NA,1691614544
504,conde,-7.2597,-34.9075,25.7,73,20,6.17,BR,1691614528
505,raduzhny,62.0961,77.475,10.01,94,100,3.79,RU,1691614544
506,santa cruz,-17.8,-63.1667,30.7,45,0,7.2,BO,1691614307
507,pyhajarvi,67.0701,27.2176,15.46,95,12,0.76,FI,1691614545
508,asau,46.4333,26.4,15.71,62,75,1.33,RO,1691614545
509,kertih,4.5141,103.4483,24.01,100,84,0.0,MY,1691614545
510,dalnerechensk,45.9339,133.7225,20.87,97,100,0.9,RU,1691614545
511,alaghsas,17.0187,8.0168,26.11,63,38,11.46,NE,1691614545
512,merritt,50.1123,-120.7942,23.51,50,82,1.34,CA,1691614545
513,balcarce,-37.8462,-58.2552,13.79,80,100,1.79,AR,1691614545
514,san jose de guanipa,8.8872,-64.1651,30.58,57,100,1.94,VE,1691614545
515,kosan,38.8558,127.4181,20.27,99,100,4.0,KP,1691614545
516,aki,33.5,133.9,27.97,94,99,7.4,JP,1691614545
517,praia,14.9215,-23.5087,27.3,69,20,7.2,CV,1691614346
518,chokwe,-24.5333,32.9833,15.71,86,0,2.25,MZ,1691614546
519,ariquemes,-9.9133,-63.0408,35.54,31,71,0.33,BR,1691614546
520,lahij,13.1667,44.5833,32.72,41,95,2.16,YE,1691614546
521,vorontsovka,50.6132,40.3549,19.54,64,63,3.14,RU,1691614546
522,shimoda,34.6667,138.95,25.06,86,55,4.84,JP,1691614546
523,twon-brass,4.3151,6.2418,25.43,85,78,5.62,NG,1691614546
524,horta,38.5333,-28.6333,24.8,89,20,5.14,PT,1691614546
525,kolonia town,6.964,158.206,27.68,79,97,4.84,FM,1691614546
526,cannonvale,-20.2833,148.7,18.66,80,44,5.22,AU,1691614546
527,puerto padre,21.195,-76.6028,31.85,64,24,7.22,CU,1691614546
528,mandiana,10.6333,-8.6833,23.99,91,68,2.67,GN,1691614547
529,santa terezinha,-29.9002,-50.0904,16.28,96,100,8.69,BR,1691614547
530,akim swedru,5.8938,-1.0164,22.14,96,99,2.04,GH,1691614547
531,zhoucheng,35.9122,116.3117,23.2,81,0,2.37,CN,1691614547
532,kirakira,-10.4544,161.9205,25.11,89,100,3.87,SB,1691614546
533,inarajan village,13.2736,144.7484,26.54,95,100,7.67,GU,1691614547
534,ta`u,-14.2336,-169.5144,27.1,74,7,4.43,AS,1691614308
535,mutuali,-14.8706,37.0044,16.72,72,5,1.74,MZ,1691614547
536,angra do heroismo,38.65,-27.2167,26.34,92,20,0.89,PT,1691614433
537,nathdwara,24.9333,73.8167,22.78,89,95,5.19,IN,1691614547
538,susuman,62.7833,148.1667,7.98,83,90,0.85,RU,1691614547
539,berazategui,-34.7633,-58.2117,16.98,73,5,2.87,AR,1691614547
540,darhan,49.4867,105.9228,17.72,94,14,3.45,MN,1691614548
541,nantucket,41.2835,-70.0995,29.03,63,0,7.72,US,1691614548
542,marang,5.2056,103.2059,24.96,87,25,1.68,MY,1691614548
543,jiangyou,31.7667,104.7167,24.7,89,73,1.62,CN,1691614548
544,manghit,42.1156,60.0597,24.99,27,0,2.67,UZ,1691614548
545,caleta de carquin,-11.0925,-77.6267,21.35,69,35,4.79,PE,1691614548
546,bodaybo,57.8506,114.1933,17.08,75,98,1.4,RU,1691614548
547,marapanim,-0.7175,-47.6997,26.49,79,33,3.32,BR,1691614548
548,coquimbo,-29.9533,-71.3436,14.85,82,100,3.6,CL,1691614397
549,geraldton,-28.7667,114.6,9.23,87,40,3.6,AU,1691614548
